actual,proposed
1.148546576499939,0.0
1.1473244428634644,0.0
1.1878728866577148,0.0
1.1878728866577148,0.0
1.1878728866577148,0.0
1.186606526374817,0.0
1.186606526374817,0.0
1.2139575481414795,0.0
1.2126622200012207,0.0
1.2100715637207031,0.0
1.2087761163711548,0.0
1.2087761163711548,0.0
1.2527846097946167,0.0
1.2514410018920898,0.0
1.2527846097946167,0.0
1.2527846097946167,0.0
1.2527846097946167,0.0
1.258424997329712,0.0
1.2570754289627075,0.0
1.2570754289627075,0.0
1.2557258605957031,0.0
1.2557258605957031,0.0
1.2543762922286987,0.0
1.3786572217941284,0.0
1.3771753311157227,0.0
1.3771753311157227,0.0
1.3786572217941284,0.0
1.3786572217941284,0.0
1.4352750778198242,0.0
1.4368170499801636,0.0
1.4383589029312134,0.0
1.4399008750915527,0.0
1.4383589029312134,0.0
1.4831898212432861,0.0
1.4831898212432861,0.0
1.4831898212432861,0.0
1.4831898212432861,0.0
1.4831898212432861,0.0
1.5944441556930542,0.0
1.5961508750915527,0.0
1.5978573560714722,0.0
1.5978573560714722,0.0
1.5961508750915527,0.0
1.5961508750915527,0.0
1.709328055381775,0.0
1.71114981174469,0.0
1.709328055381775,0.0
1.709328055381775,0.0
1.709328055381775,0.0
1.7267359495162964,0.0
1.7285759449005127,0.0
1.73041570186615,0.0
1.73041570186615,0.0
1.7267359495162964,0.0
1.7727900743484497,0.0
1.774680256843567,0.0
1.774680256843567,0.0
1.7727900743484497,0.0
1.7690099477767944,0.0
1.8320928812026978,0.0
1.8320928812026978,0.0
1.8320928812026978,0.0
1.8301345109939575,0.0
1.8301345109939575,0.0
1.8281760215759277,0.0
1.8411860466003418,0.0
1.8392119407653809,0.0
1.8372374773025513,0.0
1.8352630138397217,0.0
1.833288550376892,0.0
1.8269667625427246,0.0
1.8309067487716675,0.0
1.8309067487716675,0.0
1.8309067487716675,0.0
1.8309067487716675,0.0
1.8202816247940063,0.0
1.8202816247940063,0.0
1.8222380876541138,0.0
1.8202816247940063,0.0
1.8202816247940063,0.0
1.9427217245101929,0.0
1.9448069334030151,0.0
1.9448069334030151,0.0
1.9427217245101929,0.0
1.9427217245101929,0.0
1.9468917846679688,0.0
1.9773532152175903,0.0
1.9773532152175903,0.0
1.9731239080429077,0.0
1.9710091352462769,0.0
1.9731239080429077,0.0
2.0461063385009766,0.0
2.0461063385009766,0.0
2.048299551010132,0.0
2.048299551010132,0.0
2.048299551010132,0.0
2.1045289039611816,0.0
2.1045289039611816,0.0
2.106780767440796,0.0
2.106780767440796,0.0
2.1045289039611816,0.0
2.265869617462158,0.0
2.2707130908966064,0.0
2.27313494682312,0.0
2.2707130908966064,0.0
2.2634475231170654,0.0
2.2634475231170654,0.0
2.385528087615967,0.0
2.385528087615967,0.0
2.38297700881958,0.0
2.38297700881958,0.0
2.38297700881958,0.0
2.5096757411956787,0.0
2.5096757411956787,0.0
2.5096757411956787,0.0
2.5096757411956787,0.0
2.5096757411956787,0.0
2.6458611488342285,0.0
2.648679256439209,0.0
2.6458611488342285,0.0
2.6458611488342285,0.0
2.643043041229248,0.0
2.635314702987671,0.0
2.63812518119812,0.0
2.63812518119812,0.0
2.635314702987671,0.0
2.6325042247772217,0.0
2.626882791519165,0.0
2.8126754760742188,0.0
2.8126754760742188,0.0
2.809671401977539,0.0
2.8066673278808594,0.0
2.8036630153656006,0.0
2.9440200328826904,0.0
2.947167158126831,0.0
2.947167158126831,0.0
2.947167158126831,0.0
2.947167158126831,0.0
2.978602409362793,0.0
2.978602409362793,0.0
2.978602409362793,0.0
2.978602409362793,0.0
2.975423574447632,0.0
3.1008124351501465,0.0
3.1008124351501465,0.0
3.1008124351501465,0.0
3.1008124351501465,0.0
3.1041173934936523,0.0
3.3294827938079834,0.0
3.3294827938079834,0.0
3.325953722000122,0.0
3.3224244117736816,0.0
3.3224244117736816,0.0
3.318894863128662,0.0
3.474958896636963,0.0
3.467573881149292,0.0
3.463880777359009,0.0
3.467573881149292,0.0
3.471266746520996,0.0
3.594393014907837,0.0
3.598205804824829,0.0
3.602018356323242,0.0
3.605830430984497,0.0
3.602018356323242,0.0
3.7116260528564453,0.0
3.7116260528564453,0.0
3.707707405090332,0.0
3.7037880420684814,0.0
3.707707405090332,0.0
3.707707405090332,0.0
3.68060302734375,0.0
3.684495449066162,0.0
3.688387632369995,0.0
3.684495449066162,0.0
3.672816276550293,0.0
3.6800832748413086,0.0
3.6800832748413086,0.0
3.6800832748413086,0.0
3.6761865615844727,0.0
3.6722891330718994,0.0
3.697733163833618,0.0
3.7016592025756836,0.0
3.697733163833618,0.0
3.6938061714172363,0.0
3.6898787021636963,0.0
3.6620657444000244,0.0
3.6620657444000244,0.0
3.658160448074341,0.0
3.658160448074341,0.0
3.6620657444000244,0.0
3.6620657444000244,0.0
3.653289556503296,0.0
3.653289556503296,0.0
3.649393081665039,0.0
3.649393081665039,0.0
3.645495891571045,0.0
3.68149471282959,0.0
3.68149471282959,0.0
3.6775577068328857,0.0
3.6736199855804443,0.0
3.6696815490722656,0.0
3.6837942600250244,0.0
3.679837226867676,0.0
3.6837942600250244,0.0
3.687751054763794,0.0
3.691707134246826,0.0
3.684936046600342,0.0
3.6809866428375244,0.0
3.6770365238189697,0.0
3.6809866428375244,0.0
3.684936046600342,0.0
3.7208969593048096,0.0
3.7248764038085938,0.0
3.7368125915527344,0.0
3.7487435340881348,0.0
3.7487435340881348,0.0
3.7368125915527344,0.0
3.782618761062622,0.0
3.7866406440734863,0.0
3.7866406440734863,0.0
3.7866406440734863,0.0
3.7866406440734863,0.0
3.8942575454711914,0.0
3.8942575454711914,0.0
3.8983731269836426,0.0
3.9066033363342285,0.0
3.9148311614990234,0.0
3.92305588722229,0.0
4.023338794708252,0.0
4.031741619110107,0.0
4.040141582489014,0.0
4.048538684844971,0.0
4.048538684844971,0.0
4.134289264678955,0.0
4.134289264678955,0.0
4.134289264678955,0.0
4.134289264678955,0.0
4.134289264678955,0.0
4.198101043701172,0.0
4.198101043701172,0.0
4.1937689781188965,0.0
4.189436435699463,0.0
4.189436435699463,0.0
4.238737106323242,0.0
4.238737106323242,0.0
4.234358310699463,0.0
4.238737106323242,0.0
4.238737106323242,0.0
4.507070541381836,0.0
4.520931243896484,0.0
4.53478479385376,0.0
4.544014930725098,0.0
4.553242206573486,0.0
4.708868026733398,0.0
4.7136054039001465,0.0
4.7183427810668945,0.0
4.723079204559326,0.0
4.727814197540283,0.0
4.7183427810668945,0.0
4.843415260314941,0.0
4.838560104370117,0.0
4.833703994750977,0.0
4.833703994750977,0.0
4.838560104370117,0.0
4.992439270019531,0.0
4.982421398162842,0.0
4.977410316467285,0.0
4.982421398162842,0.0
4.987431049346924,0.0
5.254569053649902,0.0
5.259788990020752,0.0
5.265007972717285,0.0
5.2702250480651855,0.0
5.2702250480651855,0.0
5.33707857131958,0.0
5.331806659698486,0.0
5.33707857131958,0.0
5.342349052429199,0.0
5.342349052429199,0.0
5.314337253570557,0.0
5.309089660644531,0.0
5.303840637207031,0.0
5.309089660644531,0.0
5.303840637207031,0.0
5.303840637207031,0.0
5.285695552825928,0.0
5.285695552825928,0.0
5.285695552825928,0.0
5.275234222412109,0.0
5.264767169952393,0.0
5.29315710067749,0.0
5.282626152038574,0.0
5.282626152038574,0.0
5.2878923416137695,0.0
5.2878923416137695,0.0
5.375741481781006,0.0
5.3810834884643555,0.0
5.375741481781006,0.0
5.365053176879883,0.0
5.359706401824951,0.0
5.349009990692139,0.0
5.345327377319336,0.0
5.339962005615234,0.0
5.334595203399658,0.0
5.329227447509766,0.0
5.32385778427124,0.0
5.350651741027832,0.0
5.345258712768555,0.0
5.350651741027832,0.0
5.356043815612793,0.0
5.3398637771606445,0.0
5.417428016662598,0.0
5.406494140625,0.0
5.39008092880249,0.0
5.379131317138672,0.0
5.373654365539551,0.0
5.438164710998535,0.0
5.432626247406006,0.0
5.432626247406006,0.0
5.432626247406006,0.0
5.416001319885254,0.0
5.435778617858887,0.0
5.435778617858887,0.0
5.446920871734619,0.0
5.458057403564453,0.0
5.458057403564453,0.0
5.474749565124512,0.0
5.429514408111572,0.0
5.435038089752197,0.0
5.429514408111572,0.0
5.429514408111572,0.0
5.429514408111572,0.0
5.491201400756836,0.0
5.485625743865967,0.0
5.47446870803833,0.0
5.468887805938721,0.0
5.468887805938721,0.0
5.528082847595215,0.0
5.522451400756836,0.0
5.511183738708496,0.0
5.511183738708496,0.0
5.511183738708496,0.0
5.522451400756836,0.0
5.657765865325928,0.0
5.657765865325928,0.0
5.663514137268066,0.0
5.669260501861572,0.0
5.669260501861572,0.0
5.732206344604492,0.0
5.732206344604492,0.0
5.726415634155273,0.0
5.714828968048096,0.0
5.709033489227295,0.0
5.727558135986328,0.0
5.721738338470459,0.0
5.715917110443115,0.0
5.710093975067139,0.0
5.704268932342529,0.0
5.8579206466674805,0.0
5.863862037658691,0.0
5.8579206466674805,0.0
5.863862037658691,0.0
5.863862037658691,0.0
6.001161575317383,0.0
5.989060878753662,0.0
6.001161575317383,0.0
6.001161575317383,0.0
6.001161575317383,0.0
5.995112419128418,0.0
6.130191326141357,0.0
6.136337757110596,0.0
6.136337757110596,0.0
6.136337757110596,0.0
6.142481803894043,0.0
6.243172645568848,0.0
6.24937629699707,0.0
6.24937629699707,0.0
6.25557804107666,0.0
6.261776924133301,0.0
6.402266025543213,0.0
6.40855073928833,0.0
6.414834022521973,0.0
6.433668613433838,0.0
6.439941883087158,0.0
6.584280490875244,0.0
6.584280490875244,0.0
6.597037315368652,0.0
6.6034111976623535,0.0
6.6034111976623535,0.0
6.6034111976623535,0.0
6.644991874694824,0.0
6.651378631591797,0.0
6.644991874694824,0.0
6.6386027336120605,0.0
6.62581729888916,0.0
6.667771816253662,0.0
6.661338806152344,0.0
6.667771816253662,0.0
6.661338806152344,0.0
6.654902935028076,0.0
6.595970153808594,0.0
6.589572429656982,0.0
6.589572429656982,0.0
6.58317232131958,0.0
6.58317232131958,0.0
6.589572429656982,0.0
6.599715232849121,0.0
6.593307971954346,0.0
6.593307971954346,0.0
6.593307971954346,0.0
6.586897850036621,0.0
6.679241180419922,0.0
6.6857008934021,0.0
6.6857008934021,0.0
6.679241180419922,0.0
6.679241180419922,0.0
6.722302436828613,0.0
6.709301471710205,0.0
6.6897783279418945,0.0
6.670230388641357,0.0
6.6506571769714355,0.0
6.641104221343994,0.0
6.621504306793213,0.0
6.614965438842773,0.0
6.608423709869385,0.0
6.601879119873047,0.0
6.659374713897705,0.0
6.652772426605225,0.0
6.632945537567139,0.0
6.626331329345703,0.0
6.626331329345703,0.0
6.61971378326416,0.0
6.568784236907959,0.0
6.568784236907959,0.0
6.562185764312744,0.0
6.55558443069458,0.0
6.55558443069458,0.0
6.600598335266113,0.0
6.600598335266113,0.0
6.607232570648193,0.0
6.607232570648193,0.0
6.607232570648193,0.0
6.683860778808594,0.0
6.69054651260376,0.0
6.697229862213135,0.0
6.697229862213135,0.0
6.710587024688721,0.0
6.71726131439209,0.0
6.72791051864624,0.0
6.72791051864624,0.0
6.72791051864624,0.0
6.72791051864624,0.0
6.734597206115723,0.0
6.76077127456665,0.0
6.767465114593506,0.0
6.77415657043457,0.0
6.7942118644714355,0.0
6.814241409301758,0.0
6.861380577087402,0.0
6.8813886642456055,0.0
6.901368618011475,0.0
6.927967548370361,0.0
6.947885036468506,0.0
6.998565673828125,0.0
7.01848840713501,0.0
7.038383960723877,0.0
7.051631927490234,0.0
7.078092575073242,0.0
7.1044158935546875,0.0
7.111025333404541,0.0
7.124235153198242,0.0
7.13743257522583,0.0
7.13743257522583,0.0
7.144026279449463,0.0
7.1108784675598145,0.0
7.1174492835998535,0.0
7.1174492835998535,0.0
7.1174492835998535,0.0
7.1174492835998535,0.0
7.305857181549072,0.0
7.312524318695068,0.0
7.312524318695068,0.0
7.319188594818115,0.0
7.312524318695068,0.0
7.242933750152588,0.0
7.249556064605713,0.0
7.249556064605713,0.0
7.242933750152588,0.0
7.236307621002197,0.0
7.200173377990723,0.0
7.18691349029541,0.0
7.193545341491699,0.0
7.193545341491699,0.0
7.206799030303955,0.0
7.21342134475708,0.0
7.206714153289795,0.0
7.200081825256348,0.0
7.186807632446289,0.0
7.1801652908325195,0.0
7.166872024536133,0.0
7.071566581726074,0.0
7.058365345001221,0.0
7.051759719848633,0.0
7.045151710510254,0.0
7.038540363311768,0.0
7.046905994415283,0.0
7.03367805480957,0.0
7.027060031890869,0.0
7.03367805480957,0.0
7.027060031890869,0.0
6.9118781089782715,0.0
6.89876651763916,0.0
6.89876651763916,0.0
6.885643482208252,0.0
6.86593770980835,0.0
6.846205234527588,0.0
6.993932723999023,0.0
6.987236976623535,0.0
6.973835468292236,0.0
6.967130184173584,0.0
6.960421562194824,0.0
7.044712543487549,0.0
7.0311598777771,0.0
7.004017353057861,0.0
6.990427494049072,0.0
6.976823806762695,0.0
7.02463960647583,0.0
7.004092216491699,0.0
6.990377426147461,0.0
6.98351526260376,0.0
6.98351526260376,0.0
7.02821159362793,0.0
7.021308898925781,0.0
7.014402389526367,0.0
7.0074920654296875,0.0
7.0074920654296875,0.0
7.014402389526367,0.0
7.0363359451293945,0.0
7.043248653411865,0.0
7.043248653411865,0.0
7.043248653411865,0.0
7.063969135284424,0.0
7.05381965637207,0.0
7.06760311126709,0.0
7.0813727378845215,0.0
7.0813727378845215,0.0
7.10200309753418,0.0
7.106878757476807,0.0
7.120575428009033,0.0
7.134259223937988,0.0
7.1410956382751465,0.0
7.16840934753418,0.0
7.205165386199951,0.0
7.218803405761719,0.0
7.239234924316406,0.0
7.246038913726807,0.0
7.280007839202881,0.0
7.273709297180176,0.0
7.287221431732178,0.0
7.30072021484375,0.0
7.30072021484375,0.0
7.30072021484375,0.0
7.307465076446533,0.0
7.242092132568359,0.0
7.2554779052734375,0.0
7.262165546417236,0.0
7.282209396362305,0.0
7.28888463973999,0.0
7.311885833740234,0.0
7.311885833740234,0.0
7.311885833740234,0.0
7.305203914642334,0.0
7.311885833740234,0.0
7.211929798126221,0.0
7.211929798126221,0.0
7.205308437347412,0.0
7.205308437347412,0.0
7.198684215545654,0.0
7.1793084144592285,0.0
7.172678470611572,0.0
7.166045188903809,0.0
7.172678470611572,0.0
7.172678470611572,0.0
7.172678470611572,0.0
7.148930549621582,0.0
7.14230489730835,0.0
7.13567590713501,0.0
7.13567590713501,0.0
7.129044055938721,0.0
7.0516462326049805,0.0
7.045052528381348,0.0
7.038455963134766,0.0
7.0252532958984375,0.0
7.018647193908691,0.0
6.953286647796631,0.0
6.959856986999512,0.0
6.959856986999512,0.0
6.953286647796631,0.0
6.953286647796631,0.0
6.837348937988281,0.0
6.837348937988281,0.0
6.824336051940918,0.0
6.811311721801758,0.0
6.798276424407959,0.0
6.791754722595215,0.0
6.640456676483154,0.0
6.62758207321167,0.0
6.6146979331970215,0.0
6.601802349090576,0.0
6.588895797729492,0.0
6.479015350341797,0.0
6.466240882873535,0.0
6.453455448150635,0.0
6.44066047668457,0.0
6.427855014801025,0.0
6.289709091186523,0.0
6.283390522003174,0.0
6.277069568634033,0.0
6.277069568634033,0.0
6.270746231079102,0.0
6.264420509338379,0.0
6.177719593048096,0.0
6.171457290649414,0.0
6.171457290649414,0.0
6.171457290649414,0.0
6.165192604064941,0.0
6.062771797180176,0.0
6.056576728820801,0.0
6.056576728820801,0.0
6.050380706787109,0.0
6.056576728820801,0.0
5.843105792999268,0.0
5.849123954772949,0.0
5.861153602600098,0.0
5.867165565490723,0.0
5.879182815551758,0.0
5.7142486572265625,0.0
5.72596549987793,0.0
5.737674713134766,0.0
5.743526935577393,0.0
5.749377250671387,0.0
5.577595233917236,0.0
5.588998317718506,0.0
5.600393295288086,0.0
5.611782073974609,0.0
5.623164176940918,0.0
5.628851890563965,0.0
5.5237932205200195,0.0
5.534968852996826,0.0
5.546138286590576,0.0
5.557300090789795,0.0
5.574031352996826,0.0
5.520059585571289,0.0
5.525583267211914,0.0
5.531105995178223,0.0
5.547664165496826,0.0
5.558694839477539,0.0
5.484330654144287,0.0
5.495211601257324,0.0
5.500649929046631,0.0
5.506086826324463,0.0
5.511521816253662,0.0
5.516955375671387,0.0
5.4536614418029785,0.0
5.459036827087402,0.0
5.46441125869751,0.0
5.469784259796143,0.0
5.48052453994751,0.0
5.362917423248291,0.0
5.368185997009277,0.0
5.368185997009277,0.0
5.368185997009277,0.0
5.368185997009277,0.0
5.3113250732421875,0.0
5.3113250732421875,0.0
5.316546440124512,0.0
5.316546440124512,0.0
5.316546440124512,0.0
5.179956436157227,0.0
5.179956436157227,0.0
5.174846172332764,0.0
5.174846172332764,0.0
5.174846172332764,0.0
5.015259265899658,0.0
5.015259265899658,0.0
5.025224685668945,0.0
5.035185813903809,0.0
5.040163993835449,0.0
4.871203422546387,0.0
4.880853652954102,0.0
4.880853652954102,0.0
4.871203422546387,0.0
4.861548900604248,0.0
4.861548900604248,0.0
4.717893123626709,0.0
4.713181495666504,0.0
4.713181495666504,0.0
4.708469390869141,0.0
5.135156154632568,0.0
4.9056501388549805,0.0
4.900768280029297,0.0
4.900768280029297,0.0
4.9056501388549805,0.0
4.910531044006348,0.0
4.745205402374268,0.0
4.74045991897583,0.0
4.7262187004089355,0.0
4.702463626861572,0.0
4.678683280944824,0.0
4.659641265869141,0.0
4.456222057342529,0.0
4.43781042098999,0.0
4.4332051277160645,0.0
4.423991680145264,0.0
4.414775371551514,0.0
4.233999252319336,0.0
4.216145992279053,0.0
4.20721435546875,0.0
4.193810939788818,0.0
4.175928592681885,0.0
3.9698784351348877,0.0
3.9527394771575928,0.0
3.9355897903442383,0.0
3.922720432281494,0.0
3.914137840270996,0.0
3.6542904376983643,0.0
3.6340320110321045,0.0
3.6178152561187744,0.0
4.146543025970459,0.0
4.128093719482422,0.0
3.8887248039245605,0.0
3.8711464405059814,0.0
3.8491580486297607,0.0
3.8271522521972656,0.0
3.8139402866363525,0.0
3.800722599029541,0.0
3.4755516052246094,0.0
3.4592299461364746,0.0
3.442899703979492,0.0
3.426560640335083,0.0
3.406125068664551,0.0
3.127383232116699,0.0
3.112166166305542,0.0
3.096942663192749,0.0
3.081712484359741,0.0
3.0626652240753174,0.0
2.8550214767456055,0.0
2.8370745182037354,0.0
2.8155269622802734,0.0
2.7939674854278564,0.0
2.7723958492279053,0.0
2.5642802715301514,0.0
2.5474770069122314,0.0
2.9698805809020996,0.0
2.9502902030944824,0.0
2.926767587661743,0.0
2.9110777378082275,0.0
2.5457897186279297,0.0
2.535388946533203,0.0
2.5249857902526855,0.0
2.5180487632751465,0.0
2.50417160987854,0.0
1.810041904449463,0.0
1.7973129749298096,0.0
1.7845813035964966,0.0
1.771847128868103,0.0
1.7591100931167603,0.0
1.6518914699554443,0.0
1.6374351978302002,0.0
1.6229757070541382,0.0
1.6085131168365479,0.0
1.5940474271774292,0.0
1.5062922239303589,0.0
1.4947842359542847,0.0
1.4855766296386719,0.0
1.4717628955841064,0.0
1.460249662399292,0.0
1.4487346410751343,0.0
1.4204295873641968,0.0
1.413609266281128,0.0
1.4067884683609009,0.0
1.3954191207885742,0.0
1.3863223791122437,0.0
1.2693854570388794,0.0
1.2630903720855713,0.0
1.2588932514190674,0.0
1.252597451210022,0.0
1.2463011741638184,0.0
1.5153812170028687,0.0
1.5102711915969849,0.0
1.5051610469818115,0.0
1.50005042552948,0.0
1.50005042552948,0.0
1.5560247898101807,0.0
1.5533753633499146,0.0
1.5533753633499146,0.0
1.5480762720108032,0.0
1.5427765846252441,0.0
1.5401266813278198,0.0
1.6078544855117798,0.0
1.5995454788208008,0.0
1.5912353992462158,0.0
1.5856947898864746,0.0
1.5801538228988647,0.0
1.6557761430740356,0.0
1.6528700590133667,0.0
1.649963617324829,0.0
1.6441503763198853,0.0
1.632522702217102,0.0
1.6646085977554321,0.0
1.6527326107025146,0.0
1.6467938423156738,0.0
1.6438242197036743,0.0
1.6378847360610962,0.0
1.6425769329071045,0.0
1.6395930051803589,0.0
1.6306408643722534,0.0
1.6246720552444458,0.0
2.0415475368499756,0.0
2.0340394973754883,0.0
2.0919413566589355,0.0
2.0880613327026367,0.0
2.076418876647949,0.0
2.072537422180176,0.0
2.0686557292938232,0.0
2.196866512298584,0.0
2.184471368789673,0.0
2.176206350326538,0.0
2.1638059616088867,0.0
2.1555373668670654,0.0
2.158440113067627,0.0
2.1501269340515137,0.0
2.141812562942505,0.0
2.129338502883911,0.0
2.121020793914795,0.0
2.057966709136963,0.0
2.049839973449707,0.0
2.0417120456695557,0.0
2.0335826873779297,0.0
2.029517650604248,0.0
2.0150094032287598,0.0
2.0069186687469482,0.0
1.998826503753662,0.0
1.99073326587677,0.0
1.9785912036895752,0.0
1.9704948663711548,0.0
1.962813138961792,0.0
1.950636863708496,0.0
1.9384578466415405,0.0
1.9262763261795044,0.0
1.9181538820266724,0.0
1.776189923286438,0.0
1.7686066627502441,0.0
2.410365581512451,0.0
2.4000909328460693,0.0
2.3898143768310547,0.0
2.4401347637176514,0.0
2.4242985248565674,0.0
2.4137375354766846,0.0
2.40317440032959,0.0
2.392608880996704,0.0
2.376755475997925,0.0
2.310462713241577,0.0
2.279242753982544,0.0
2.242793321609497,0.0
2.2167415618896484,0.0
2.195889949798584,0.0
2.0727076530456543,0.0
2.0426888465881348,0.0
2.0076451301574707,0.0
1.9826000928878784,0.0
1.962556004524231,0.0
1.9895124435424805,0.0
1.9639121294021606,0.0
1.9485464096069336,0.0
1.9280521869659424,0.0
1.9024239778518677,0.0
1.753814697265625,0.0
1.7346664667129517,0.0
1.7155122756958008,0.0
1.7011429071426392,0.0
1.681978702545166,0.0
1.5088919401168823,0.0
1.5002046823501587,0.0
